VPS 3.5 - List (VPX tables Only) -- Last updated: 09-02-2020	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Striker (Gottlieb 1982)		SS	VPX	Kalavera3, 32assassin, Dboyrecord, Tab, Thalamus, Inkochnito, Stat	1.0.3	23-08-2018	striker	FALSE	
Striker Xtreme (Stern 2000)	Mod	SS	VPX	32assassin, Sliderpoint, Kalabera3	beta	10-03-2019	strikext	FALSE	
Striker Xtreme (Stern 2000)		SS	VPX	Kalavera, Sliderpoint, Xenonph, Thalamus, 32assassins, JPSalas, Juan Pablo	2.0	14-09-2019	strikext	FALSE	
Strikes 'N Spares (Gottlieb 1995)	If table doesn't start, copy the included 'snspares.nv' to your VPinMAME\nvram folder.	SS	VPX	32assassin, Mfuegemann	0.9	16-06-2018	snspares	FALSE	
Strikes and Spares (Bally 1978)		SS	VPX	32assassin, F. McKinnon	1.2	21-05-2018	stk_sprs	FALSE	
Student Prince (Williams 1968)		EM	VPX	-=Kees=-, Leon Spalding	1.00	05-07-2019		FALSE	
Sultan (Taito do Brasil 1978)	Brazilian clone of Sinbad (Gottlieb 1978)	SS	VPX	JPsalas, Carlos Guizzo, Editoy, Tio Italo, Akiles50000, Kruge99, Pinuck, Mick67, Popotte, HauntFreaks, Pmax65	2.0.0	13-12-2019	sinbadn	FALSE	
Super Bowl (Bell Games 1984)		SS	VPX	32assassin	.9	21-06-2019	suprbowl	FALSE	
Super Mario Bros. (Gottlieb 1992)		SS	VPX	Ninuzzu, Tom Tower	1.3	10-03-2019	smb	FALSE	
Super Mario Bros. Mushroom World (Gottlieb 1992)		SS	VPX	32assassin, Edizzle, Franzieo, Dark	1.0	13-05-2017	smbmush	FALSE	
Super Nova (Game Plan 1980)		SS	VPX	HSM, Gtxjoe, Xenonph, JPSalas, Ninuzzu, Kalavera	1.0b	30-05-2018	suprnova	FALSE	
Super Soccer (Gottlieb 1975)		EM	VPX	Loserman76, Tamoore, CarlosGuizzo	1.0b	27-08-2018		FALSE	
Super Spin (Gottlieb 1977)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Super Star (Williams 1972)		EM	VPX	JPSalas, Halen, Albert, Stat	1.0.1	12-11-2019		FALSE	
Super Straight (Sonic 1977)		EM	VPX	Updon, Randr, BorgDog, Loserman76	1.4	05-01-2018		FALSE	
Superman (Atari 1979)		SS	VPX	32assassin, Tomasaco, Amgrim	1.0	21-02-2016	superman	FALSE	
Supersonic (Bally 1979)		SS	VPX	JPSalas, Martin Brunker, Inkochnito	1.0.0	02-06-2019	sst	FALSE	
Sure Shot (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Sure Shot (Taito do Brasil 1981)		SS	VPX	Bord, HauntFreaks, JP Salas, Carlos Guizzo, DanielZ, Akiles50000	1.0	11-02-2018	sureshot	FALSE	
Sure Shot (Taito do Brasil 1981)		SS	VPX	JPSalas, Carlos Guizzo, Bord	2.0.0	13-12-2019	sureshot	FALSE	
Surf 'n Safari (Gottlieb 1991)		SS	VPX	Kiwi, JPSalas, Dboyrecords, Arngrim, Akiles50000, Bent98, Knorr, Destruk, Jodannar, Zany, Ben Logan, Stat, HauntFreaks, Cyberpez, Gtxjoe	1.2.0	09-11-2018	surfnsaf	FALSE	
Surf Champ (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Surf Side (Gottlieb 1967)		EM	VPX	Loserman76, GNance, Bladeof	1.0d	11-08-2019		FALSE	
Surfer (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Swinger (Williams 1972)		EM	VPX	PinPlayer	1.3	06-06-2019		FALSE	
Swords of Fury (Williams 1988)		SS	VPX	Fripounet, Gtxjoe, Kiwi	1.0	31-10-2019	swrds_l2	FALSE	
Swords of Fury (Williams 1988)		SS	VPX	Takut	1.3	05-06-2016	swrds_l2	FALSE	
Swords of Fury (Williams 1988)	Detail MOD	SS	VPX	HauntFreaks, Takut, Draifet	1.5	08-07-2018	swrds_l2	FALSE	
Swords of Fury (Williams 1988)	No ROM MOD	SS	VPX	TheGhost787	1.0	15-05-2018		FALSE	
T.K.O. (Gottlieb 1979)		EM	VPX	BorgDog, HauntFreaks, Sliderpoint, Itchigo, Pbecker1946, Arngrim	2.0	17-05-2018		FALSE	
Table Starter (template) (Original 2019)	Template for beginners	EM	VPX	Fastdraw	1.0.0	02-11-2019		FALSE	
Tag-Team Pinball (Gottlieb 1985)		SS	VPX	Roccodimarco, Hmueck, Arngrim, JPSalas, 32assassin	2.1.1	07-08-2018	tagteam2	FALSE	
Tales from the Crypt (Data East 1993)	Bigus MOD	SS	VPX	Bigus1, Freneticamnesic, 32assassin	1.0	19-08-2019	tftc_400	FALSE	
Tales from the Crypt (Data East 1993)		SS	VPX	32assassin, Freneticamnesic, Dark, Skitso	0.9	12-11-2018	tftc_303	FALSE	
Tales from the Crypt (Data East 1993)		SS	VPX	freneticamnesic, francisco666, polygame	Beta	02-08-2015	tftc_303	FALSE	
Tales of the Arabian Nights (Williams 1996)	Flupper 4k	SS	VPX	Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso	1.3	07-10-2019	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper	1.1 FSS Rev. R2.6	29-08-2019	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)		SS	VPX	JPSalas, Grizz, ClarkKent, Michael Gallo, Randr	2.0.1	04-01-2020	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	Skitso Detail MOD	SS	VPX	Skitso, JPSalas, Wrd1972, Xenonph, Hannibal. Flupper, Thalamus, Draifet, Manolo	1.6	11-02-2019	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	Hanibals 4K MOD	SS	VPX	Hanibal, Flupper, JP Salas	1.4	18-06-2016	totan_14	FALSE	
Tales of the Arabian Nights - VR (Williams 1996)	Flupper 4k VR Version, VPVR, VR Room	SS	VPX	Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso, Benoit Rogez, Saeed Khalili, Juan Milanese	1.3	04-11-2019	totan_14	FALSE	
Tam-Tam (Playmatic 1975)		EM	VPX	Loserman76, Akiles50000, JPSalas	1.0a	05-11-2019		FALSE	
Target Alpha (Gottlieb 1976)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
Target Alpha (Gottlieb 1976)		EM	VPX	BorgDog	0.95 prerelease	02-02-2017		FALSE	
Target Pool (Gottlieb 1969)		EM	VPX	Loserman76	1.0	28-04-2019		FALSE	
Taxi (Williams 1988)		SS	VPX	ICPjuggla	1.2	20-05-2017	taxi_l4	FALSE	
Taxi - VR Room (Williams 1988)	VR Version, VPVR, VR Room	SS	VPX	Senseless, ICPjuggla, Dark, Mfuegemann, Ben Logan, 3rdaxis, Caligula	1.0.1	02-01-2020	taxi_l4	FALSE	
Team America World Police (Original 2019)		SS	VPX	Charlieshakur, RichnDarla Johns	1.0	24-08-2019		FALSE	
Team One (Gottlieb 1977)	Add-A-Ball version of Abra Ca Dabra (Gottlieb 1975)	EM	VPX	Loserman76, Wildman	1.0a	25-09-2018		FALSE	
Tee'd Off (Gottlieb 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Rothbauerw, Dark	1.0.1 FSS Rev. R2.5	17-11-2018	teedoff3	FALSE	
Tee'd Off (Gottlieb 1993)		SS	VPX	Rothbauerw, Dark, Wrd1972, Kiwi, Ninuzzu, NFozzy, JPSalas	1.2.6	10-12-2017	teedoff3	FALSE	
Teenage Mutant Ninja Turtles (Data East 1991)		SS	VPX	Cyberpez, Wrd1972, Roth, Dark, Flupper, HauntFreaks, TheMotherBrain, nFozzy, DJRobX, RustyCardores	1.1	09-08-2018	tmnt_104	FALSE	
Ten Strike Classic (Benchmark Games 1990)	Arcade - Bowler	EM	VPX	Rascal	1.0	10-10-2019		FALSE	
Terminator 1 TBA Edition (Original 2019)	Retheme of Lodger's Strawman (Original 2016)		VPX	Ivantba, Lodger	1.0	27-07-2019		FALSE	
Terminator 2 Judgment Day (Williams 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, Haninal2001	2.5 FSS Rev. R2.5	18-11-2018	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	Bigus MOD	SS	VPX	Bigus1, Hanibal2001, 32assassin	1.1	05-10-2019	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)		SS	VPX	nFozzy, 32assassin, Tipito, UncleReamus, Dark, Lio, Knorr	1.12a	18-03-2018	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	Hanibal's Chrome Edition	SS	VPX	Hanibal2001, 32assassin	3.2	10-02-2018	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)		SS	VPX	32assassin, Tipoto, nFozzy	2.2.1	18-08-2017	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	G5k Version	SS	VPX	Gk5, DJRobX, 32assassin, nFozzy, Resin, Macky, Tom Tower, Ninuzzu	1.1	07-06-2019	t2_l8	FALSE	
Terminator 2 Judgment Day - VR Room (Williams 1991)	VR Version, VPVR, VR Room	SS	VPX	Senseless, nFozzy, 3rdaxis, Caligula, Malenko	1.0	04-01-2020	t2_l8	FALSE	
Terminator 3 Rise of the Machines (Stern 2003)	Hanibals 4K MOD	SS	VPX	Hanibal2001, Stat, DarthMarino	1.5	30-01-2018	term3	FALSE	
Terminator Salvation (Original 2018)	Retheme of JPSalas' Serious Sam Pinball (Original 2017)	SS	VPX	Ivantba, JPSalas, Stat	1.4d	10-03-2019		FALSE	
Texas Poker (Original 2019)		SS	VPX	Segovia11, Joseph, Gofton	1.16	17-01-2020		FALSE	
Texas Ranger (Gottlieb 1972)		EM	VPX	Loserman76, GNance, Popote	1.0b	27-04-2019		FALSE	
The 12 Days of Christmas 2016 (Original 2016)		SS	VPX	James Wiser	1.0	23-12-2016		FALSE	
The Addams Family (Bally 1992)	G5k Version	SS	VPX	G5k, Sliderpoint, 3rdaxis, DjRobX, RandR, Slydog43	2.1	08-03-2019	taf_l7	FALSE	
The Addams Family (Bally 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, SliderPoint, Dark, BilBox, 3rdAxis, BorgDog	1.4.1 FSS Rev. R2.5	14-11-2018	taf_l7	FALSE	
The Addams Family - VR (Bally 1992)	VR Version, VPVR, VR Room	SS	VPX	3rdaxis, G5k, Sliderpoint, DjRobX, RandR, Slydog43	TAF 2.1 VR 0.8.9	23-05-2019	taf_l7	FALSE	
The Addams Family Special Collectors Edition (Bally 1994)		SS	VPX	Sliderpoint	1.4.1	26-12-2016	tafg_lx3	FALSE	
The Amazing Spider-Man (Gottlieb 1980)		SS	VPX	BorgDog, GtxJoe	0.9	27-06-2017	spiderman7	FALSE	
The Amazing Spider-Man (Gottlieb 1980)		SS	VPX	Gtxjoe, Bob5453, Gaston	1.0	27-08-2016	spiderman7	FALSE	
The Amazing Spider-Man (Gottlieb 1980)	Sound MOD	SS	VPX	Xenonph, GtxJoe, Allknowing2012, Slydog43	1.1	29-09-2017	spiderman7	FALSE	
The Avengers (Pro) (Stern 2012)		SS	VPX	32assassin, Freneticamnesic, GtxJoe, Rascal, HauntedFreaks, DJRobX	.09.1	07-04-2019	avs_170	FALSE	
The Bally Game Show (Bally 1990)		SS	VPX	32assassin, DJRobX	.91	21-06-2019	gs_l4	FALSE	
The Champion Pub (Bally 1998)		SS	VPX	Mfuegemann, Fuzzel, Dark, Zany	1.2	18-10-2017	cp_16	FALSE	
The Champion Pub - VR Room (Bally 1998)	VR Version, VPVR, VR Room	SS	VPX	Gear323, Mfuegemann, Fuzzel, Dark, Zany, 3rdaxis, Caligula	1.0	20-01-2020	cp_16	FALSE	
The Delta Force - Chuck Norris (Original 2019)	Retheme of JPSala's Dolly Parton (Baly 1979)	SS	VPX	Ivantba, JPSalas	1.0	04-03-2019	dollyptb	FALSE	
The Flash (Original 2018)	Retheme of JPSalas's Flash (Williams 1979)	SS	VPX	Onevox, JPSalas, Wildman, HauntFreaks, Vogliadicane, Jim. L	2.0	01-09-2018	flash_l1	FALSE	
The Flash (Limited Edition) (Original 2018)	Sights and Sound MOD, Retheme of JPSalas's Flash (Williams 1979)	SS	VPX	Onevox, JPSalas, Vogliadicane, Xenonph, HauntFreaks,  DJRobX	1.0	01-09-2018	flash_l1	FALSE	
The Flintstones (Williams 1994)	Needs Visual Pinball V10.6!	SS	VPX	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	1.25.3	04-02-2020	fs_lx5	FALSE	
The Flintstones (Williams 1994)	Playfield Cartoon Decal MOD	SS	VPX	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	1.25.3 MOD	04-02-2020	fs_lx5	FALSE	
The Games (Gottlieb 1984)		SS	VPX	Balater	1.03	25-10-2019		FALSE	
The Getaway High Speed II (Williams 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ganjafarmer, Flupper1, 32assassin, nFozzy, Bassgeige	1.04 FSS Rev. R2.5	19-01-2019	gw_l5	FALSE	
The Getaway High Speed II (Williams 1992)		SS	VPX	Ganjafarmer, nFozzy, Flupper1, 32assassin, Bassgeige	1.2	06-07-2018	gw_l5	FALSE	
The Getaway High Speed II - VR Room (Williams 1992)	VR Version, VPVR, VR Room	SS	VPX	Gear323, Flupper1, 32assassin, Ganjafarmer, nFozzy, 3rdaxis, Caligula	1.0	24-01-2020	gw_l5	FALSE	
The Goonies (Original 2019)		SS	VPX	Javier, Glxb, Highlndr00, Jpinsa, Shaderbytes	1.03	11-09-2019		FALSE	
The Hustler Pool (Original 2018)		SS	VPX	Tom Tower	demo	24-05-2018		FALSE	
The Incredible Hulk (Gottlieb 1979)		SS	VPX	Borgdog, HauntFreaks, 32assassin, Wildman, Markrock76, Randr, Scottacus, Rothbauerw, Bord	2.0	18-05-2019	hulk	FALSE	
The Incredible Hulk (Gottlieb 1979)	BD HF MOD	SS	VPX	Borgdog, HauntFreaks, 32assassin	1.0	03-09-2016	hulk	FALSE	
The Incredible Hulk (Gottlieb 1979)	S34 MOD	SS	VPX	Schreibi34, 32assassin, Francisco	1.1.1	12-12-2017	hulk	FALSE	
The Last Ninja (Original 2018)	Retheme of JPSalas's Smurfette (Original 2016)	SS	VPX	Ivantba, JPSalas, Xenonph, BorgDog	1.1	06-11-2018		FALSE	
The Last Of Us (Original 2018)	Retheme of JP's Pokémon Pinball (Original 2016)	SS	VPX	Ivantba, JPSalas	1.1	03-01-2019		FALSE	
The Legend of Zelda (Original 2015)		SS	VPX	JPSalas, LoadedWeapon, Arngrim	1.3.1	21-11-2018		FALSE	
The Leprechaun King (Original 2019)		SS	VPX	ScottyWic, Victoria Fernandez, Danny Tieger, Sofia Silva, Frank Heming, Orbital Creators Club	0.35 DOF MXLED	18-09-2019		FALSE	
The Lord of the Rings (Stern 2003)	Siggi's MOD	SS	VPX	Siggi, JPSalas, Neofr45	1.2	25-12-2018	lotr	FALSE	
The Lord of the Rings (Stern 2003)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Coindropper	1.6 FSS Rev. R2.5	13-11-2018	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Future Pinball to Visual Pinball conversion	SS	VPX	Coindropper, JPSalas, Sliderpoint, Glxb, Francisco666, HauntFreaks, Fren	1.91	27-02-2018	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Hanibals 4K MOD	SS	VPX	Hanibal2001, Coindropper, Neofr45	2.0	10-03-2019	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Neo LED MOD	SS	VPX	Neofr45, JPSalas, Bassgeige	1.0.3	10-06-2017	lotr	FALSE	
The Machine Bride of Pin-Bot (Williams 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Wrd1972	2.0 FSS Rev.R2.5	13-01-2019	bop_l8	FALSE	
The Machine Bride of Pin-Bot (Williams 1991)		SS	VPX	Wrd1972, Cyberpez, Rothbauerw, nFozzy, UncleWilly	2.1	14-01-2019	bop_l8	FALSE	
The Machine Bride of Pin-Bot (Williams 1991)		SS	VPX	Wrd1972, Unclewilly	1.1	13-11-2016	bop_l8	FALSE	
The Machine Bride of Pin-Bot - VR Room (Williams 1991)	VR Version, VPVR, VR Room	SS	VPX	Gear323, Wrd1972, 3rdaxis, Caligula	1.1	02-02-2020	bop_l8	FALSE	
The Mask (Original 2019)	Retheme of Mfugemann's Lortium (Juegos Populares 1987)		VPX	Ivantba, Mfuegemann	1.0	22-10-2019	lortium	FALSE	
The Nightmare Before Christmas (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	1.0	13-12-2019	playboy	FALSE	
The Party Zone (Bally 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, JPSalas, 32assassin, Draifet	1.0.4 FSS Rev. R2.5	13-11-2018	pz_f4	FALSE	
The Party Zone (Bally 1991)		SS	VPX	JPsalas, Fuzzel, Francisco666, HauntFreaks, Kiwi, Stephanas, 32assassin, Draifet	1.0.5	04-11-2018	pz_f4	FALSE	
The Rolling Stones (Limited Edition) (Stern 2011)		SS	VPX	Dozer, 85Vett	1.5	09-02-2016		FALSE	
The Shadow (Bally 1994)	Skitso Detail MOD	SS	VPX	Skitso, Alessio, Markrock76, Bord, Thalamus, Arngrim	1.52	28-03-2019	ts_lx5	FALSE	
The Simpsons (Data East 1990)	Bigus MOD	SS	VPX	Bigus1, 32assassin	1.0	16-08-2019	simp_a27	FALSE	
The Simpsons (Data East 1990)		SS	VPX	32assassin, Javier, Francisco666, Dark, Bord	0.91	22-07-2018	simp_a27	FALSE	
The Simpsons Pinball Party (Stern 2003)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin	0.8.0 FSS Rev. R2.5	17-11-2018	simpprty	FALSE	
The Simpsons Pinball Party (Stern 2003)		SS	VPX	32assassin, Coindropper, Dark	1.0	22-05-2018	simpprty	FALSE	
The Simpsons Pinball Party - VR Room (Stern 2003)	VR Version, VPVR, VR Room - Senseless Version	SS	VPX	Senseless, Coindropper, 32assassin, 3rdaxis, Caligula, Vbobrusev, Wildman	1.0	13-01-2020	simpprty	FALSE	
The Simpsons Pinball Party - VR Room (Stern 2003)	VR Version, VPVR, VR Room - Gear323 Version	SS	VPX	Gear323, 32assassin, 3rdaxis, Caligula, Dark, Coindropper	1.0	14-01-2020	simpprty	FALSE	
The Six Million Dollar Man (Bally 1978)		SS	VPX	Bigus1, 32assassing, Allknowing2012, Hauntfreaks, Arngrim	2.2	15-09-2019	smman	FALSE	
The Six Million Dollar Man (Bally 1978)		SS	VPX	Allknowing2012	2.0	03-01-2016	smman	FALSE	
The Six Million Dollar Man (Bally 1978)	Sound Mod	SS	VPX	Xenonph, Allknowing2012, 32assssin, HauntFreaks, Arngrim, Gtxjoe, Slydog43	2.1	23-09-2017	smman	FALSE	
The Snowman (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	1.0	13-12-2019	playboy	FALSE	
The Sopranos (Stern 2005)		SS	VPX	32assassin, Freneticamnesic	1.0.1	23-05-2018	sopranos	FALSE	
The Sopranos (Stern 2005)		SS	VPX	Freneticamnesic	1.0	24-12-2015	sopranos	FALSE	
The Sword of Fury (Original 2019)	Black Knight Sword of Rage inspired	SS	VPX	Fastdraw, Granit, Gtxjoe, Kiwi	1.0.1	31-10-2019		FALSE	
The Table With The Least Comprehensible Theme Ever (Original 2018)		SS	VPX	Wizball, JPSalas	1.1h	30-12-2018		FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	1.5 FSS Rev. R2.51	17-11-2018	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)		SS	VPX	Dozer, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	1.5	01-02-2017	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	Hanibal's 4k Blood MOD	SS	VPX	Hanibal, Dozer, ICPjuggla, Fren, Flipper, Dark, Ninuzzu	1.2	22-12-2017	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	Real MOD	SS	VPX	Neofr45, ICPjuggla, Fren, Dozer, Flipper, Dark, Ninuzzu, Hanibal	1.0.5	23-06-2017	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	TWD MOD	SS	VPX	Siggi, Dozer	1.0	15-01-2018	twd_160h	FALSE	
The Walking Dead (Pro) (Stern 2014)		SS	VPX	Gronimod	1.0	15-09-2017	twd_160	FALSE	
The Who's Tommy Pinball Wizard (Data East 1994)		SS	VPX	Ninuzzu	1.1	15-04-2016		FALSE	
The X Files (Sega 1997)	Hanibal 4k LED Edition	SS	VPX	Hanibal, JPSalas, Sliderpoint	1.8	16-06-2017	xfiles	FALSE	
Theatre of Magic (Bally 1995)		SS	VPX	Ninuzzu, Tom Tower	1.1	10-03-2019	tom_14hb	FALSE	
Theatre of Magic (Bally 1995)	Hat MOD	SS	VPX	Ninuzzu, Tom Tower	1.0	10-03-2019	tom_14hb	FALSE	
Theatre of Magic - VR Room (Bally 1995)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Ninuzzu, Tom Tower, 3rdaxis, NetzZwerg, Caligula	1.0	01-01-2020	tom_14hb	FALSE	
Three Angels (Original 2018)	FP to VP conversion	SS	VPX	Randr, Blindmankind Games	Beta 0.96a	20-03-2019		FALSE	
Tiger (Gottlieb 1975)		EM	VPX	Loserman76, GNance	1.0	27-04-2019		FALSE	
Time Fantasy (Williams 1983)		SS	VPX	32assassin, Mfuegemann	1.1	03-10-2016	tmfnt_l5	FALSE	
Time Fantasy (Williams 1983)	MOD	SS	VPX	Ganjafarmer, Mfuegemann, Zany, Flupper1	1.01	22-08-2017	tmfnt_l5	FALSE	
Time Line (Gottlieb 1980)		SS	VPX	BorgDog, Bord, Scottacus, Thalamus, Arngrim, Mike da Spike	1.03	30-05-2019	timeline	FALSE	
Time Machine (Data East 1988)		SS	VPX	JPJ, JPSalas, HauntFreaks, DjRobX, Arngrim, Chucky, Neofr45, Ninuzzu, nFozzy, Flupper	1.2	01-12-2018	tmac_a24	FALSE	
Time Tunnel (Bally 1971)		EM	VPX	GrayGhost, JPSalas, Scottacus, Loserman, Mustang1961	1.3	07-11-2018		FALSE	
Time Tunnel (Bally 1971)		EM	VPX	Bord, Rothbauerw, Loserman76	1.0.1	29-06-2018		FALSE	
Time Warp (Williams 1979)		SS	VPX	Bord, Gilrock, Rothbauerw, Wed21, Schreibi34	1.0	14-07-2019	tmwrp_l2	FALSE	
Titan (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	13-12-2019	titan	FALSE	
Title Fight (Gottlieb 1990)		SS	VPX	Bodydump and others	Beta 1	10-05-2016	tfight	FALSE	
Tom & Jerry (Original 2018)		SS	VPX	Watacaractr, Arngrim, Rothbauerw	1.2	19-01-2019	tomjerry	FALSE	
Tombraider - A Survival is Born (Original 2019)	Retheme of 32assassin's & Mfuegemann's Devil's Dare (Gottlieb 1982)		VPX	Ivantba, 32assassin, Mfuegemann	1.0	25-08-2019	dvlsdre	FALSE	
Top Card (Gottlieb 1974)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	1.0	24-04-2018		FALSE	
Top Dawg (Williams 1988)	Arcade - Bowler	SS	VPX	Rascal	1.0	23-09-2019	tdawg_l1	FALSE	
Top Gun (Original 2019)	MOD of JP's Space Shuttle (Taito do Brasil 1984)	SS	VPX	Zimbakin, JPSalas	1.0b	11-11-2019	sshuttle	FALSE	
Top Hand (Gottlieb 1973)		EM	VPX	Loserman76, GNance	1.0	08-06-2019		FALSE	
Top Score (Gottlieb 1975)		EM	VPX	Loserman76, Conram29, Francisco666, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Torch (Gottlieb 1980)		SS	VPX	BorgDog	1.01	17-11-2017	torch	FALSE	
Torpedo Alley (Data East 1988)		SS	VPX	Bigus1, Dozer, Tab, DboyRecords	1.3	18-09-2019	torp_e21	FALSE	
Torpedo Alley (Data East 1988)		SS	VPX	Dozer, Tab, DboyRecords	1.0	16-01-2016	torp_e21	FALSE	
Torpedo Alley (Data East 1988)	MOD	SS	VPX	JPJ, Team PP, Dozer, Thalamus, Arngrim, Rothbauerw, Aetios, Petri Renbro, Neogr45, Chucky, JPSalas	2.0	13-11-2019	torp_e21	FALSE	
Total Nuclear Annihilation (Spooky Pinball 2017)		SS	VPX	Gtxjoe	1.4	08-12-2019		FALSE	
Total Nuclear Annihilation - VR Room (Spooky Pinball 2017)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Gtxjoe, 3rdaxis, Caligula	1.0	01-01-2020		FALSE	
Totem (Gottlieb 1979)	MOD	SS	VPX	Tom, 32assassin, Borgdog, Arngrim. Thalamus,  Wildman	1.3	04-03-2019	totem	FALSE	
Totem (Gottlieb 1979)		SS	VPX	32assasin	1.0	20-11-2016	totem	FALSE	
Touchdown (Williams 1967)		EM	VPX	Loserman76, GNance, Jon Osborne	1.0a	06-08-2019		FALSE	
Trade Winds (Williams 1962)		EM	VPX	Wrd1972, Cyberpez, BorgDog	2.0 Beta	23-12-2018		FALSE	
Transformers (Pro) (Stern 2011)	Detail MOD based on JP's Transformers (Stern 2011)	SS	VPX	HauntFreaks, Draifet, Bord, JPSalas	1.1	07-08-2018	tf_180	FALSE	
Transformers G1 (Original 2018)	Retheme of Shovel Knight (Original 2017)	SS	VPX	Ivantba, Wizball	1.7	07-11-2018		FALSE	
Transformers The Movie 1986 (Original 2019)	Retheme of 32assassin's & Bigus's Defender (Williams 1982)	SS	VPX	Ivantba, 32assassin, Bigus	1.0	10-12-2019	dfndr_l4	FALSE	
Tri Zone (Williams 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Kiwi	1.0.0 FSS Rev. R2.5	17-11-2018	trizn_l1	FALSE	
Tri Zone (Williams 1979)		SS	VPX	Kiwi, JPSalas, New, Arngrim, Cyberpez, Gtxjoe, Hanzoverfist	1.1.0	18-11-2018	trizn_l1	FALSE	
Trident (Stern 1979)		SS	VPX	32assassin	.9.0.1	22-04-2019	trident	FALSE	
Triple Strike (Williams 1975)		EM	VPX	Ckpin, Rawd	4.1.4	22-04-2017		FALSE	
