VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Grand Prix (Williams 1976)		EM	VPX	Allknowing2012	Allknowing2012	1.1		FALSE	
Grand Prix (Williams 1976)		EM	VPX	HSM, Allknowing2012, Rove, Argrim, Popotte, Humid	HSM, Allknowing2012, Rove, Argrim, Popotte, Humid	1.2		FALSE	
Grand Slam (Gottlieb 1972)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Grand Slam (Bally 1983)		SS	VPX	Goldchicco, 32assassin, Mussinger, Frank Hollinger, Chinzman93, Thalamus, Mike Da Spike, Arngrim, Movieguru	Goldchicco, 32assassin, Mussinger, Frank Hollinger, Chinzman93, Thalamus, Mike Da Spike, Arngrim, Movieguru	2.2	gransla4	FALSE	
Grand Tour (Bally 1964)		EM	VPX	Scottacus, nfozzy, Bord	Scottacus, nfozzy, Bord	1.02		FALSE	
Granny and the Gators (Bally 1984)		SS	VPX	DarthMarino, LoadedWeapon, Lazzlo, Stat	DarthMarino, LoadedWeapon, Lazzlo, Stat	1.1a	granny	FALSE	
Grease (Original 2020)	Retheme of JPSalas's Elvis (Stern 2004)	SS	VPX	Marty, JPSalas	Marty, JPSalas	1.1	elvis	FALSE	
Greedo's Cantina Pinball (Original 2019)	Graphics and Sound MOD of JPSalas' Skateball (Bally 1980)	SS	VPX	Xenonph, JPSalas, CryptDoctor21, Allknowing2012, GtxJoe, DJRobX, Stat, nFozzy, Skydog43, Joey2001	Xenonph, JPSalas, CryptDoctor21, Allknowing2012, GtxJoe, DJRobX, Stat, nFozzy, Skydog43, Joey2001	1.0	skatebll	FALSE	
Gremlins (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	Stevegooner123, Xenonph, Wildman, Lizard	1.0	playboy	FALSE	
Gridiron (Gottlieb 1977)		EM	VPX	Loserman76, Pinuck, Scottacus, Wildman	Loserman76, Pinuck, Scottacus, Wildman	1.0a		FALSE	
Grillshow The Pinball Adventure (Original 2019)		SS	VPX	BambiPlattfuss	BambiPlattfuss	Final		FALSE	
Groovy (Gottlieb 1970)		EM	VPX	Loserman76, GNance, Noah Fentz, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Noah Fentz, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
Guardians Of The Galaxy (Pro) (Stern 2017)		SS	VPX	Daphisbowl, Mr. H.	Daphisbowl, Mr. H.	1.0.1		FALSE	
Gulfstream (Williams 1973)		EM	VPX	Scottacus, Bord, Kds70	Scottacus, Bord, Kds70	1.1		FALSE	
Guns N' Roses (Data East 1994)	4k MOD, MOD of Bigus	SS	VPX	Sheltemke, JPSalas, Bigus, Team PP, Thalamus	Sheltemke, JPSalas, Bigus, Team PP, Thalamus	2.0	gnr_300	FALSE	
Guns N' Roses (Data East 1994)	Bigus MOD	SS	VPX	Bigus1, JPSalas, Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), Knorr, HauntFreaks, Chucky, Neo, Aetios, Ninuzzu, Tom Tower	Bigus1, JPSalas, Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), Knorr, HauntFreaks, Chucky, Neo, Aetios, Ninuzzu, Tom Tower	2.0	gnr_300	FALSE	
Guns N' Roses (Data East 1994)		SS	VPX	Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), JPSalas, Knorr, HauntFreaks, Ninuzzu, Tom Tower, Bertie, Jens	Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), JPSalas, Knorr, HauntFreaks, Ninuzzu, Tom Tower, Bertie, Jens	1.08	gnr_300	FALSE	
Guns N' Roses (Data East 1994)	Vintage Lighting MOD	SS	VPX	Jamal1234, Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), JP Salas, Knorr, HauntFreaks, Ninuzzu, Tom Tower, Thalamus, Bigus1	Jamal1234, Team PP (NeoFR45, Aetios, Chucky87, Arngrim, JPJ), JP Salas, Knorr, HauntFreaks, Ninuzzu, Tom Tower, Thalamus, Bigus1	1.08 - MOD 1.6.2	gnr_300	FALSE	
Half-Life (Original 2019)	Retheme of Dragon Ball Z The Pinball (Original 2019)	SS	VPX	Ivantba, Javier	Ivantba, Javier	1.0		FALSE	
Halloween (Original 2019)	Elvira inspired	SS	VPX	Fastdraw	Fastdraw	1.0.0		FALSE	
Halloween Michael Myers Pinball Adventures (Original 2018)	Retheme of Stranger Things (Orbital 2017)	SS	VPX	Ivantba, Scottywic, Stat, TerryRed	Ivantba, Scottywic, Stat, TerryRed	1.3		FALSE	
Hardbody (Bally 1987)		SS	VPX	Tom, Mlager8, 32assassin, Thalamus, Randr, Cyberpez, Wildman	Tom, Mlager8, 32assassin, Thalamus, Randr, Cyberpez, Wildman	1.3	hardbody	FALSE	
Harlem Globetrotters On Tour (Bally 1979)		SS	VPX	Dozer, JPSalas	Dozer, JPSalas	1.0a	hglbtrtb	FALSE	
Harlem Globetrotters On Tour (Bally 1979)		SS	VPX	JPSalas	JPSalas	1.2.0	hglbtrtb	FALSE	
Harley Quinn (Original 2017)		SS	VPX	HauntFreaks, JPSalas, Ninuzzu, BorgDog	HauntFreaks, JPSalas, Ninuzzu, BorgDog	1.0	diamond	FALSE	
Harley-Davidson (Bally 1991)	MOD available as a download option	SS	VPX	JPSalas, Siggi, StrangeLeo72, Draifet	JPSalas, Siggi, StrangeLeo72, Draifet	1.0.2	hd_l3	FALSE	
Harley-Davidson (Sega 1999)		SS	VPX	Goldchicco, 32assassin, Edizzle, Batch, DJLunchBox, Arrestis, Elvinu, Arngrim, Wmpimentel	Goldchicco, 32assassin, Edizzle, Batch, DJLunchBox, Arrestis, Elvinu, Arngrim, Wmpimentel	1.2	harl_a13	FALSE	
Harley-Davidson (Sega 1999)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Goldchicco, 32assassin, Arconovum	Morttis, Goldchicco, 32assassin, Arconovum	1.2 - rev.1.0 [D&N][CC][FSS][DMD][10.6+]	harl_a13	FALSE	
Harmony (Gottlieb 1967)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Harry Potter and the Goblet of Fire (Original 2020)	Read Installation instructions! Download ALL needed files! PinUP Player required!	SS	VPX	Scottywic, Tarcisio, Nailbuster, Rik, TerryRed, DJRobX, Fuzzel, VPX Team, MBPC Team, Flupper, JPSalas, Nick Collins, Did Crabtree, Matt Lager, Eric Meunier, Jason Rosenstiel, Thalamus, RustyCardores	Scottywic, Tarcisio, Nailbuster, Rik, TerryRed, DJRobX, Fuzzel, VPX Team, MBPC Team, Flupper, JPSalas, Nick Collins, Did Crabtree, Matt Lager, Eric Meunier, Jason Rosenstiel, Thalamus, RustyCardores	0.52		FALSE	
Haunted House (Gottlieb 1982)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Cyberpez, Bodydump, Wrd1972, Rothbauerw	Arconovum, Cyberpez, Bodydump, Wrd1972, Rothbauerw	1.0beta FSS Rev. R2.5	hh	FALSE	
Haunted House (Gottlieb 1982)		SS	VPX	Cyberpez, Bodydump, Wrd1972, Rothbauerw, Bord, Dark, Arconovum, DJRobX, RustyCardores	Cyberpez, Bodydump, Wrd1972, Rothbauerw, Bord, Dark, Arconovum, DJRobX, RustyCardores	1.0	hh	FALSE	
Hawkman (Taito do Brasil 1983)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	hawkman	FALSE	
Hawkman (Taito do Brasil 1983)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum, Wildman, Carlos Guizzo	Morttis, JPSalas, Arconovum, Wildman, Carlos Guizzo	2.0.0 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	hawkman	FALSE	
Hawkman (Taito do Brasil 1983)		SS	VPX	32assassin	32assassin	1.1	hawkman	FALSE	
Hearts and Spades (Gottlieb 1969)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Hearts Gain (Inder 1971)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi	JPSalas, Akiles50000, Loserman76, Kiwi	1.1.0		FALSE	
Heat Wave (Williams 1964)		EM	VPX	DarthMarino, Duglis, Loserman76, Editoy, Arngrim, Bord	DarthMarino, Duglis, Loserman76, Editoy, Arngrim, Bord	1.1		FALSE	
Heavy Fire (Original 2020)	Based on 3rdaxis's Firepower (Williams 1980)	SS	VPX	Onemanproject	Onemanproject	1.0	frpwr_b7	FALSE	
Heavy Metal (Rowamet 1981)	FSS (Full Single Screen) included - Check download page's information for music URL 	SS	VPX	Wiesshund, Destruk, Cujopb, Dboyrecords, JPSalas, Rothbauerw, Ninuzzu, 32assassin, Arngrim, Stevegooner123	Wiesshund, Destruk, Cujopb, Dboyrecords, JPSalas, Rothbauerw, Ninuzzu, 32assassin, Arngrim, Stevegooner123	1.3.5	heavymtl	FALSE	
Heavy Metal Meltdown (Bally 1987)		SS	VPX	32assassin, Javier1515	32assassin, Javier1515	1.0	hvymetal	FALSE	
Heavy Metal Meltdown (Bally 1987)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Javier1515, Arconovum	Morttis, 32assassin, Javier1515, Arconovum	1.0 - rev. 1.0 [FSS]	hvymetal	FALSE	
Heineken (Original 2020)	Retheme of JPSalas Nitro Ground Shaker (Bally 1980)	SS	VPX	Davor Lipovac, JPSalas, Stevegooner123, HiRez00	Davor Lipovac, JPSalas, Stevegooner123, HiRez00	1.0	ngndshkr	FALSE	
Hercules (Atari 1979)		SS	VPX	Randr	Randr	1.6	hercules	FALSE	
Hextech (Original 2016)		SS	VPX	Neo	Neo	1.0		FALSE	
Hi-Diver (Gottlieb 1959)		EM	VPX	JPSalas, Stat, Strangeleo76	JPSalas, Stat, Strangeleo76	1.0.0		FALSE	
Hi-Lo (Gottlieb 1969)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Hi-Lo Ace (Bally 1973)		EM	VPX	Loserman76, Tom, Fuzzi23, Editoy, Druadic, HauntFreaks	Loserman76, Tom, Fuzzi23, Editoy, Druadic, HauntFreaks	1.0b		FALSE	
Hi-Score Pool (Chicago Coin 1971)		EM	VPX	BorgDog, Stat, HauntFreaks, PinballShawn	BorgDog, Stat, HauntFreaks, PinballShawn	1.21		FALSE	
High Hand (Gottlieb 1973)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog, Chris Aguilar	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog, Chris Aguilar	1.0b		FALSE	
High Roller Casino (Stern 2001)		SS	VPX	DJRobX, Knorr, Destruk, Tab, Bmiki75, nFozzy, Rothbauerw, Ninuzzu, JPSalas, Nailbuster, Kiwi, Arngrim, Thalamus, Bigus1	DJRobX, Knorr, Destruk, Tab, Bmiki75, nFozzy, Rothbauerw, Ninuzzu, JPSalas, Nailbuster, Kiwi, Arngrim, Thalamus, Bigus1	1.1	hirolcas	FALSE	
High Roller Casino (Stern 2001)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, DJRobX, Dids666, Arconovum	Morttis, DJRobX, Dids666, Arconovum	1.1 - Rev. 1.0 [FSS]	hirolcas	FALSE	
High Seas (Gottlieb 1976)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
High Speed (Williams 1986)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, Flupper, Krugger99, nFozzy, DJRobX, Bord, JPSalas, Chokee	Arconovum, 32assassin, Flupper, Krugger99, nFozzy, DJRobX, Bord, JPSalas, Chokee	1.1 FSS Rev. R2.5	hs_l4	FALSE	
High Speed (Williams 1986)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Chokeee, 32assasin, Flupper1, Krugger99, nFozzy, Arconovum, Darqyuayle	Morttis, Chokeee, 32assasin, Flupper1, Krugger99, nFozzy, Arconovum, Darqyuayle	1.4.mod - rev.1.0 [D&N][CC][FSS][SS][10.6+]	hs_l4	FALSE	
High Speed (Williams 1986)		SS	VPX	32assassin	32assassin	2.0	hs_l4	FALSE	
High Speed (Williams 1986)	Mod of 32assassin's High Speed (Williams 1986)	SS	VPX	Chokeee, 32assassin, Flupper, Krugger99, nFozzy, DJRobX, Bord, JPSalas, Ninuzzu, 3rdaxis, Draifet, SliderPoint, Fleep	Chokeee, 32assassin, Flupper, Krugger99, nFozzy, DJRobX, Bord, JPSalas, Ninuzzu, 3rdaxis, Draifet, SliderPoint, Fleep	1.4	hs_l4	FALSE	
Highlander (Original 2020)	Graphics MOD of Sonic The Hedgehog 2 (Original 2005)	SS	VPX	Ivantba, Javier, Pinwizkid	Ivantba, Javier, Pinwizkid	1.0		FALSE	
Hit the Deck (Gottlieb 1978)		EM	VPX	Loserman76, GNance, Chris Aguilar, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, Chris Aguilar, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Hokus Pokus (Bally 1976)		EM	VPX	Loserman76, GNance, Wrd1972	Loserman76, GNance, Wrd1972	1.0		FALSE	
Hollywood Heat (Gottlieb 1986)		SS	VPX	BorgDog, Bord, SliderPoint, Rothbauerw, Ninuzzu, nFozzy, Dark, HauntFreaks	BorgDog, Bord, SliderPoint, Rothbauerw, Ninuzzu, nFozzy, Dark, HauntFreaks	1.0	hlywoodh	FALSE	
Home Alone (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	Stevegooner123, Xenonph, Wildman, Lizard	1.0	playboy	FALSE	
Home Run (Gottlieb 1971)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Hook (Data East 1992)	Fullscreen Bigus MOD	SS	VPX	Bigus1, Javier1515	Bigus1, Javier1515	1.3	hook_500	FALSE	
Hook (Data East 1992)	Fullscreen Bigus MOD	SS	VPX	Bigus1, Javier1515, Dark	Bigus1, Javier1515, Dark	2.0	hook_500	FALSE	
Hook (Data East 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Javier1515, Dark, Akiles, Zani, Cesar Emanuel, Dev Team, JPSalas	Arconovum, Javier1515, Dark, Akiles, Zani, Cesar Emanuel, Dev Team, JPSalas	1.00 FSS Rev. R2.5	hook_500	FALSE	
Hook (Data East 1992)		SS	VPX	Javier1515, Dark, Akilles, Cesar Emanuel, Dev Team, JPSalas	Javier1515, Dark, Akilles, Cesar Emanuel, Dev Team, JPSalas	1.01	hook_500	FALSE	
Hoops (Gottlieb 1991)		SS	VPX	Kalavera3, Destruk, Tab, 32assassin, Roccodimarco	Kalavera3, Destruk, Tab, 32assassin, Roccodimarco	1.3	hoops	FALSE	
Hot Ball (Taito do Brasil 1979)		SS	VPX	JPSalas, Poppotte, Editoy	JPSalas, Poppotte, Editoy	2.0.0	eightbll	FALSE	
Hot Ball (Taito do Brasil 1979)	Mod of JPSalas's Eight Bally (Bally 1978)	SS	VPX	Editoy, Carlos Guizzo, Tio Italo, JPSalas	Editoy, Carlos Guizzo, Tio Italo, JPSalas	1.1	eightblo	FALSE	
Hot Doggin' (Bally 1980)		SS	VPX	32assassin, Bodydump	32assassin, Bodydump	1.0.2	hotdoggn	FALSE	
Hot Doggin' (Bally 1980)	Bigus MOD	SS	VPX	Bigus1, Bodydump, 32assassin, Pin-Pete	Bigus1, Bodydump, 32assassin, Pin-Pete	1.4	hotdoggn	FALSE	
Hot Hand (Stern 1979)		SS	VPX	Tom, Bord, BorgDog, Gtxjoe, Thalamus, 32assassin, Destruk, Jak54	Tom, Bord, BorgDog, Gtxjoe, Thalamus, 32assassin, Destruk, Jak54	1.0	hothand	FALSE	
Hot Line (Williams 1966)		EM	VPX	-=Kees=-, Leon Spalding	-=Kees=-, Leon Spalding	1.00		FALSE	
Hot Line (Williams 1966)	Fullscreen / Backglass (FS/B2S) MOD	EM	VPX	Loserman76, -=Kees=-	Loserman76, -=Kees=-	1.1		FALSE	
Hot Shot (Gottlieb 1973)		EM	VPX	WED21, Zany, JPSalas, GTXJoe, Mfuegemann, Loserman78, GNance, Mike Farmer, Flupper, HauntFreaks, Kds70	WED21, Zany, JPSalas, GTXJoe, Mfuegemann, Loserman78, GNance, Mike Farmer, Flupper, HauntFreaks, Kds70	1.5.1		FALSE	
Hot Shot (Gottlieb 1973)		EM	VPX	Loserman76, GNance, Mike Farmer, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Mike Farmer, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Hot Shots (Gottlieb 1989)		SS	VPX	Shannon, Randr, Flupper, Bord, BorgDog, Rascal, Rothbauerw	Shannon, Randr, Flupper, Bord, BorgDog, Rascal, Rothbauerw	1.0	hotshots	FALSE	
Hot Shots (Gottlieb 1989)	VP8 to VPX Conversion	SS	VPX	Rascal, Dboyrecords, Destruk, MNPG	Rascal, Dboyrecords, Destruk, MNPG	1.1	hotshots	FALSE	
Hot Tip (Williams 1977)		SS	VPX	Schreibi34, Herweh, 32assassin, Poppote, Bord, BorgDog, Thalamus	Schreibi34, Herweh, 32assassin, Poppote, Bord, BorgDog, Thalamus	1.0	httip_l1	FALSE	
Hot Tip (Williams 1977)		SS	VPX	32assassin	32assassin	3.3	httip_l1	FALSE	
Hot Tip (Williams 1977)	B.O.L. (Better Obstructed Light) MOD	SS	VPX	Schreibi34, 32assassin, HauntFreaks, Poppote, GtxJoe	Schreibi34, 32assassin, HauntFreaks, Poppote, GtxJoe	2.1	httip_l1	FALSE	
House of Diamonds (Zaccaria 1978)		SS	VPX	Hsm, Destruk, Mfuegemann, 32assassin, Kiwi, Greynurse, JPSalas	Hsm, Destruk, Mfuegemann, 32assassin, Kiwi, Greynurse, JPSalas	1.0		FALSE	
Humpty Dumpty (Gottlieb 1947)		EM	VPX	Randr	Randr	3.0		FALSE	
Hurricane (Williams 1991)		SS	VPX	Herweh, OldSkoolGamer, ICPjuggla, JimmyFingers, Koadic, Cosmic80, Wrd1972, Flupper, ClarkKent, Dark, nFozzy, Knorr, 32assassin, SliderPoint, Dark, Ninuzzu, DJRobX, Rothbauerw, JPSalas, Kiwi, tttttwii, Westworld and Thalamus	Herweh, OldSkoolGamer, ICPjuggla, JimmyFingers, Koadic, Cosmic80, Wrd1972, Flupper, ClarkKent, Dark, nFozzy, Knorr, 32assassin, SliderPoint, Dark, Ninuzzu, DJRobX, Rothbauerw, JPSalas, Kiwi, tttttwii, Westworld and Thalamus	1.0.1	hurr_l2	FALSE	
Hustler (LTD 1980)		EM	VPX	JPSalas, Stat, Joey2001, Carlos Guizzo	JPSalas, Stat, Joey2001, Carlos Guizzo	1.0.0		FALSE	
Hyperball (Williams 1981)	Analog Controls Version	SS	VPX	DarthMarino, Lizard	DarthMarino, Lizard	2.0	hypbl_l6	FALSE	
Hyperball (Williams 1981)		SS	VPX	Lizard	Lizard	1.0	hypbl_l6	FALSE	
I Dream of Jeannie Pinball (Original 2019)	Mod of Genie (Gottlieb 1979)	SS	VPX	CryptDoctor21, Xenonph, 32assassin, HauntFreaks, Fuzzel, Darquayle	CryptDoctor21, Xenonph, 32assassin, HauntFreaks, Fuzzel, Darquayle	1.0		FALSE	
Ice Cold Beer (Taito 1983)		EM	VPX	32assassin, Mfuegemann, Aldiode, Zany, Gtxjoe	32assassin, Mfuegemann, Aldiode, Zany, Gtxjoe	0.9		FALSE	
Ice Fever (Gottlieb 1985)		SS	VPX	Tom, BorgDog, Ocd_pinball, Bord, Thalamus, Arngrim, Wildman	Tom, BorgDog, Ocd_pinball, Bord, Thalamus, Arngrim, Wildman	1.2	icefever	FALSE	
Ice Fever (Gottlieb 1985)	VP9 to VPX Conversion	SS	VPX	Rascal, Destruk, Itchigo, Lolo	Rascal, Destruk, Itchigo, Lolo	1.1	icefever	FALSE	
Independence Day (Sega 1996)	Bigus MOD	SS	VPX	Bigus1, DevaL, Destruk, Nealtron, Batch	Bigus1, DevaL, Destruk, Nealtron, Batch	1.0	id4	FALSE	
Independence Day (Sega 1996)		SS	VPX	Goldchicco, Destruk, Nealtron, DevaL, 32assassin, JPSalas, Francisco666, Douglas Brian Rumble, Jasiel Estrada, Nick Doran, Bladeof, Thalamus, Chucky87, DJLunchBox	Goldchicco, Destruk, Nealtron, DevaL, 32assassin, JPSalas, Francisco666, Douglas Brian Rumble, Jasiel Estrada, Nick Doran, Bladeof, Thalamus, Chucky87, DJLunchBox	2.0	id4	FALSE	
Independence Day (Sega 1996)	LED MOD, MOD Of Goldchicco's Independence Day (Sega 1996)	SS	VPX	Goldchicco, Destruk, Nealtron, DevaL, 32assassin, JPSalas, Francisco666, Douglas Brian Rumble, Jasiel Estrada, Nick Doran	Goldchicco, Destruk, Nealtron, DevaL, 32assassin, JPSalas, Francisco666, Douglas Brian Rumble, Jasiel Estrada, Nick Doran	1.0	id4	FALSE	
Independence Day (Sega 1996)		SS	VPX	DevaL, Destruk, Nealtron	DevaL, Destruk, Nealtron	1.0	id4	FALSE	
Indiana Jones (Stern 2008)	Hanibals 4k MOD	SS	VPX	Hanibal2001, GLX, GtxJoe, HighInder00	Hanibal2001, GLX, GtxJoe, HighInder00	2.5	ij4_210	FALSE	
Indiana Jones (Stern 2008)	Bigus MOD	SS	VPX	Bigus1, Hanibal2001, Freneticamnesic, HighInder00, Glxb	Bigus1, Hanibal2001, Freneticamnesic, HighInder00, Glxb	1.0	ij4_210	FALSE	
Indiana Jones The Pinball Adventure (Williams 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ninuzzu	Arconovum, Ninuzzu	1.0 FSS Rev. R2.5	ij_l7	FALSE	
Indiana Jones The Pinball Adventure (Williams 1993)	Bigus MOD	SS	VPX	Bigus1, Ninuzzu, Tom Tower	Bigus1, Ninuzzu, Tom Tower	1.0	ij_l7	FALSE	
Indiana Jones The Pinball Adventure (Williams 1993)		SS	VPX	Tom Tower, Ninuzzu, Destruk, Knorr, Clark Kent, Flupper, Pinball58, RustyCardores, DJRobX	Tom Tower, Ninuzzu, Destruk, Knorr, Clark Kent, Flupper, Pinball58, RustyCardores, DJRobX	1.2	ij_l7	FALSE	
Indianapolis 500 (Bally 1995)	4k MOD, MOD of Dozer Version	SS	VPX	Sheltemke, Dozer, JPSalas, Flupper, Schreibi34	Sheltemke, Dozer, JPSalas, Flupper, Schreibi34	1.2	i500_11r	FALSE	
Indianapolis 500 (Bally 1995)	Dozer Version	SS	VPX	Dozer, JPSalas, Flupper, Arngrim	Dozer, JPSalas, Flupper, Arngrim	1.0	i500_11r	FALSE	
Indochine (Original 2020)	Graphics MOD of JPSalas's Cosmic (Taito do Brasil 1980)	SS	VPX	Marty, JPSalas	Marty, JPSalas	2.0	cosmic	FALSE	
Invader (Original 2020)		EM	VPX	Segovia11	Segovia11	2.11		FALSE	
Iron Maiden (Stern 1982)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPSalas	Arconovum, JPSalas	1.0 FSS Rev. R2.6	ironmaid	FALSE	
Iron Maiden (Stern 1982)		SS	VPX	JPSalas, Destruk, Carlos Guizzo	JPSalas, Destruk, Carlos Guizzo	1.1.0	ironmaid	FALSE	
Iron Maiden (Original 2019)	MOD of DarthMarino's Firepower (Williams 1980)	SS	VPX	Siggi, DarthMarino	Siggi, DarthMarino	1.0		FALSE	
Iron Maiden Virtual Time (Original 2020)	MOD of Herweh's Laser War (Data East 1987)		VPX	Mussinger, Herweh, DCrosby, Schreibi34, OldSkoolGamer, Francisco666, ICPjuggla, Flupper, Dark, nFozzy, DJRobX, Rothbauerw, Mark70, Thalamus, Digable	Mussinger, Herweh, DCrosby, Schreibi34, OldSkoolGamer, Francisco666, ICPjuggla, Flupper, Dark, nFozzy, DJRobX, Rothbauerw, Mark70, Thalamus, Digable	1.0.1	lwar_a83	FALSE	
Iron Man (Stern 2010)	Future Pinball to Visual Pinball conversion	SS	VPX	Freneticamnesic	Freneticamnesic	080215a	im_183	FALSE	
Iron Man (Stern 2010)		SS	VPX	32assassin, Freneticamnesic	32assassin, Freneticamnesic	1.0	im_183	FALSE	
Iron Man (Stern 2010)	Siggis MOD	SS	VPX	Siggi, 32assassin, Freneticamnesic, Dark, Sixtoe	Siggi, 32assassin, Freneticamnesic, Dark, Sixtoe	1.0.1	im_183	FALSE	
Iron Man (Stern 2010)		SS	VPX	DJRobX, Freneticamnesic, HauntFreaks	DJRobX, Freneticamnesic, HauntFreaks	?	im_183	FALSE	
Iron Man  (Stern 2010)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Arconovum	Morttis, 32assassin, Arconovum	1.0 - Rev.1 [FSS]	im_183	FALSE	
Iron Man (Pro Vault Edition) (Stern 2014)	Vault Edition ROM needed!	SS	VPX	DJRobX, Diemonik, Freneticamnesic, Unknown Other	DJRobX, Diemonik, Freneticamnesic, Unknown Other	2.0.6	im_183ve	FALSE	
Iron Man LE - JP'S Edition (Stern 2014)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Arconovum	Morttis, 32assassin, Arconovum	1.2.1 - Rev.1 [FSS]	im_183	FALSE	
Jack Daniel's (Original 2020)	MOD of JPSalas's Warlok (Williams 1982)	SS	VPX	Davor Lipovac, JPSalas, Stevegooner123	Davor Lipovac, JPSalas, Stevegooner123	1.0	wrlok_l3	FALSE	
Jack In The Box (Gottlieb 1973)		EM	VPX	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	1.0b		FALSE	
Jack-Bot (Williams 1995)		SS	VPX	Bord, DJRobX, Rothbauerw, SliderPoint, Draifet	Bord, DJRobX, Rothbauerw, SliderPoint, Draifet	1.1	jb_10r	FALSE	
Jackpot (Williams 1971)		EM	VPX	-=Kees=-, Leon Spalding	-=Kees=-, Leon Spalding	1.0.0		FALSE	
Jackpot (Williams 1971)	B2S/ Fullsceen MOD	EM	VPX	Loserman76, -=Kees=-, Jeverds	Loserman76, -=Kees=-, Jeverds	1.0a		FALSE	
Jacks Open (Gottlieb 1977)		EM	VPX	SliderPoint, Pinuck, Gary Nance, BorgDog	SliderPoint, Pinuck, Gary Nance, BorgDog	1.2.1		FALSE	
Jacks to Open (Gottlieb 1984)	VP9 to VPX Conversion	SS	VPX	Rascal, Destruk, Mnpg	Rascal, Destruk, Mnpg	1.1	jack2opn	FALSE	
James Bond 007 (Gottlieb 1980)		SS	VPX	32assassin, Mfuegemann	32assassin, Mfuegemann	1.0	jamesb	FALSE	
Jaws (HorsePin 2018)		SS	VPX	HorsePin, Rom	HorsePin, Rom	0.93		FALSE	
Jaws (Original 2018)	Future Pinball to Visual Pinball conversion	SS	VPX	Randr, Rom, Gimli, SLAMT1LT!, HauntFreaks, Flupper, Roth, Thalamus, TerryRed, Kds70, LynnInDenver	Randr, Rom, Gimli, SLAMT1LT!, HauntFreaks, Flupper, Roth, Thalamus, TerryRed, Kds70, LynnInDenver	1.0c		FALSE	
Jet Set Radio Pinball (Original 2020)	MOD of JP's Pokemon Pinball (Original 2016)	SS	VPX	Donuts10, JPSalas	Donuts10, JPSalas	1.1		FALSE	
